title,link_url,photo_url,address,price,star,feature
頭城金車城堡咖啡館,https://ifoodie.tw//restaurant/5594bfa8c03a10074185c170-頭城金車城堡咖啡館,https://lh3.googleusercontent.com/osiIG6lIIlcT4rDoHhe-DrBBmlOzw2-umTtHQJnbBIYj8tUZh8KlgKfqofgIUUUAos6_ja-qTWlnkqeCg4UBBYw9iBVHpzmdoPXQLkTL1FYX=s360,宜蘭縣頭城鎮石空路95號,50,4.2,咖啡下午茶輕食
白沙屯泡菜,https://ifoodie.tw//restaurant/63345e34658aba47e65093e9-白沙屯泡菜,https://lh3.googleusercontent.com/9VWntz9HZUDlZupKITjGEBLu87OuVOPXAW7ZJrAwg0lrVcR3VzT_DJk1FYXuI1WG-4Uv5A6UPl2p-4eJvHOcTVNKm7hkKk3vna5RvwbuTmE=s360,苗栗縣通霄鎮2鄰11之1號,200,4.7,午餐食品專賣店
薰衣草森林 台中新社店,https://ifoodie.tw//restaurant/5ad0f1732756dd3f51ff5e1b-薰衣草森林-台中新社店,https://lh3.googleusercontent.com/PjLFSBNtPxdos1Mww4SvusBhAxpRneEmnTn2Ic9ffY_1pMnBADnxMxwbNvyOMhlpK6z-xOSlZB7uh6u3fnHQLCq0TgDS_Ww=s360,臺中市新社區中興街20號,500,4.7,寵物友善景觀餐廳約會餐廳午餐
Hohocha喝喝茶丨台灣香日月潭紅茶廠,https://ifoodie.tw//restaurant/5d61af1e8c906d47d724709b-Hohocha喝喝茶丨台灣香日月潭紅茶廠,https://lh3.googleusercontent.com/LCGicmG57s_bHTQP_BV1R5WuQw_7DgpIqTTTwzbuDz6v_A3wjpwqKihcXNJamr7AHpiwTahjF9V5-FTfXx0L2MaCDyZnwcs=s360,南投縣魚池鄉魚池街443之36號,100,4.7,飲料店寵物友善冰品飲料甜點
金山老街,https://ifoodie.tw//restaurant/62e927797cc7fc591b6b8603-金山老街,https://lh3.googleusercontent.com/Ggx5GrMZkUnUnaUpeX6SB8-GCbSIWtoqqEgiKWe4Wq91OBWJcfDM95bxhsDMRO_IWyJteOm0JnUci1Q8vGXf3PYlcvwhU5_CfwgdNgq154JQ=s360,新北市金山區金包裏街,250,4.0,甜點冰品飲料果汁吧
三峽老街,https://ifoodie.tw//restaurant/5bcd8797f524680f300c3ccd-三峽老街,https://lh3.googleusercontent.com/DQK9zy9bMxb_pa0sTXuU8KPfXT_I8HZqfZGQ7zUEze0O0AYv7bU7-aIIhSw4cK-xpTqp0bAhN0NcQv--eU7vyXHcfyjCChs=s360,新北市三峽區民權街37之147號,110,4.3,午餐食品專賣店
文章牛肉湯,https://ifoodie.tw//restaurant/5598e1be40b5e30f5545ef56-文章牛肉湯,https://lh3.googleusercontent.com/CkWtbVv_1rGxK-aNFi2g7YuJn7okACrNWF_23RotAc5zTh8t7AVw7sHtKCkmv4u6uoaVS4vFFMYdCDBRXiwWcZb8Frw1D6YpWq_eXiXkkwBF=s360,臺南市安平區安平路300號,150,4.4,小吃早餐宵夜午餐
阜杭豆漿,https://ifoodie.tw//restaurant/559dbd8ec03a103ee86ca34f-阜杭豆漿,https://lh3.googleusercontent.com/b9Fs634nMiS1XQj2gQUerMQtIao7XU0fKQf9ycuy_sftQDqYVthLbxVZ9KJFNHGvOmhszpcr22Odu2gCGU_8peLLKVs5rNd72z8k3_jUhvc=s360,臺北市中正區忠孝東路一段108號2樓,200,4.0,早餐小吃外帶外送店家
國立臺灣美術館,https://ifoodie.tw//restaurant/652fdd5a0fbeb1a78e44b808-國立臺灣美術館,https://lh3.googleusercontent.com/9ZY367ScEgdjVhYeE2oX40GCvrMfjdCXvzYSOrafugD5_jjJeynHqpmEsu1g-XDrBqgCB0yVYFijoav4npFzTj0sFYs4kbjYN9BqCSH9XLUE=s360,臺中市西區五權西路一段2號,400,4.5,午餐
林聰明沙鍋魚頭,https://ifoodie.tw//restaurant/5594f213c03a10354ebfc79f-林聰明沙鍋魚頭,https://lh3.googleusercontent.com/ECn0wOvIdHkH4XVroPfTBG31fe2aZ7elfYUSNnxmfLCH64L6DkxZ7CELLk9edFW2PwLFqqA6rAewwkScCffc3IdVlRitth8e_AQyAf4sXCPS=s360,嘉義市東區中正路361號,300,4.2,小吃午餐晚餐
藏壽司全球旗艦店,https://ifoodie.tw//restaurant/6446051b01ba336ffb5036de-藏壽司全球旗艦店,https://lh3.googleusercontent.com/Nk3lyAg4BrvVFnWH-ORPRgTAUGnL-wLv_BamT3vo1hG_jwndYXcbDOaA3ApzXSVSCn319qOqN6mwFYWD0KEabrJJqD7ROpk3_Fb-2CC5UYVX=s360,高雄市前鎮區中山三路11號,300,4.6,日本料理午餐晚餐
くら寿司 藏壽司 高雄岡山店,https://ifoodie.tw//restaurant/61011cee873d79370567044b--寿司-藏壽司-高雄岡山店,https://lh3.googleusercontent.com/RIvQwrZim3uRqvQ4eux5M6lLPMVIHjcjTVVjEwQSNdzfEuSxM87MaHtWOEia_GRXLNSGRbgbVvMhcrD6imtL8fimXNiQGXXToc00CbxzHWtb=s360,高雄市岡山區捷安路25號,250,4.7,日本料理午餐晚餐下午茶
くら寿司 藏壽司 板橋中山遠百店,https://ifoodie.tw//restaurant/612c686fa627280f70f16ac5--寿司-藏壽司-板橋中山遠百店,https://lh3.googleusercontent.com/4_UwGWNxW-HttDe6lrTVMJ6dOV777pGSDlFVYP1-jQu-vaz0x64wF-wMd3DOL0SElpATMnIe0hwPcg8obTQazgsG8vtda3futUh6s-F1-q78=s360,新北市板橋區中山路一段152號5樓,500,4.7,日本料理午餐晚餐
くら寿司 藏壽司 三重集賢路店,https://ifoodie.tw//restaurant/5ab9b8c8f524683a8883a1c2--寿司-藏壽司-三重集賢路店,https://lh3.googleusercontent.com/PKgTjLhesxllZf7Zfe5X4VjmA2QeS_oaDYmD4kC4LCXbDDjE_CT40USJwO_4eVUr3m7XbdPzhvIgJGgr69blH4Ltp4mWHVBvCqZqQ_fZLWRSBg=s360,新北市三重區集賢路99號,300,4.7,日本料理午餐晚餐
くら寿司 藏壽司 竹北文興店,https://ifoodie.tw//restaurant/5edba6772756dd28bff0e6aa--寿司-藏壽司-竹北文興店,https://lh3.googleusercontent.com/bLf4doFbqV-Rsuke7w8xMx7XgZ4CuoTRahhHH9uCk3IdFcC4d0N0M-NBe_YXxI7tgProT0elMGO5kF1sdhbjmDQnk6NhPx0=s360,新竹縣竹北市文興路一段301號2樓,400,4.6,日本料理午餐晚餐
くら寿司 藏壽司 台南FOCUS店,https://ifoodie.tw//restaurant/5f48b1e3d6895d462a1a59b2--寿司-藏壽司-台南FOCUS店,https://tiyama.tw/wp-content/uploads/2021/06/%E8%97%8F%E5%A3%BD%E5%8F%B81.jpg,臺南市中西區中山路166號10樓,160,4.6,日本料理午餐晚餐
くら寿司 藏壽司 台中中清路店,https://ifoodie.tw//restaurant/591de31c2756dd5484ad928d--寿司-藏壽司-台中中清路店,https://lh3.googleusercontent.com/t3tWuCmrk3ZESlszaqwHvABC2iL6A8x78LGu4VmWZApt-HXgDFM-vWGdrKvb-a7aGj60Ol3MiVb9C9cUnYBJduHxM0128Q=s360,臺中市北屯區中清路二段777號,500,4.6,日本料理午餐晚餐
蘭城晶英酒店 Silks Place Yilan,https://ifoodie.tw//restaurant/5fdf215f8c906d68cf2221f0-蘭城晶英酒店-Silks-Place-Y,https://lh3.googleusercontent.com/DPzk2ADZCGIXTmZA_kH_zz58c6JKKavPNX_ATERpwXh5_7uimPYn9Yh3JNhD0K7StOgR1gmUV6sbW5k6cMJ2Wi5n0Z0QPw0xdrgjov_eCi3r=s360,宜蘭縣宜蘭市民權路二段36號,300,4.4,酒吧精緻高級約會餐廳下午茶
七星柴魚博物館,https://ifoodie.tw//restaurant/6300e1497cc7fc67f8696cd7-七星柴魚博物館,https://lh3.googleusercontent.com/DM2xIY1YtlS4h1HOckJvUSqz9x9xQt3h7zVc54hUNoA6T0NQUGd9RF47ZY-YfH1LR9Ut9Z6Bx5XR57i9VL5EweHLw8snHyprfl6BWgAHIawQGg=s360,花蓮縣新城鄉七星街148號,150,4.3,午餐
くら寿司 藏壽司 彰化中華西路店,https://ifoodie.tw//restaurant/617893c6cd99573a58d03b1f--寿司-藏壽司-彰化中華西路店,https://lh3.googleusercontent.com/N36bXroyo_muujIWd9ZBAaaUrc1H55xEDCk92jrrvAW38EThyyZcR2mGFQwsI36JhtMrO-FI55pD3UGwLMRlbS1KOhatRUdIDPAqZzv59KPM=s360,彰化縣彰化市中華西路320號,600,4.6,日本料理午餐晚餐
和牛涮 日式鍋物放題 台中文心崇德店,https://ifoodie.tw//restaurant/603b4690873d7901d4aa8160-和牛涮-日式鍋物放題-台中文心崇德店,https://lh3.googleusercontent.com/PmzAf42wsjmVbn1OS8QW5AT9gYEuPqzeVzE5QOiHAme9DaljEI8l1PDgLaWFJBubW9BdEx4mA2UOQZ4FZbDlQpSBI2-hDG7zaemHzsKqcp5WTA=s360,臺中市北屯區文心路四段601號,1000,4.5,火鍋日本料理精緻高級咖哩
くら寿司 藏壽司 台北館前店,https://ifoodie.tw//restaurant/595fcdd62756dd3949b2e47d--寿司-藏壽司-台北館前店,https://lh3.googleusercontent.com/DW3C2FY43_Xk6iP3VXXDQIY3EHk1rQ_FTaWjhDa3Yvo6HitiGJHdaGVBTAHRVJ9k3CGhX-sFcZW5FEsr-ZeU1TFNq5ou6Zo=s360,臺北市中正區館前路12號5樓,300,4.5,日本料理午餐晚餐
藏壽司 くら寿司 林口三井Outlet店,https://ifoodie.tw//restaurant/5741f51e2756dd1fd681dc92-藏壽司-寿司-林口三井Outlet店,https://lh3.googleusercontent.com/ciuHtBtVjorZ2DNFk1NeSi3WVaSHfkxPkJP3jWOuHt-sLc2hp6_xNDokr6b0oGTIjSGRWMA2QrnGwa7RrBY6DrZ5d5XPhoAwztZ6Ky_l_uA=s360,新北市林口區文化三路一段356號B1,400,4.5,日本料理午餐晚餐下午茶
狗一下居食酒屋 忠孝店,https://ifoodie.tw//restaurant/55c8edb52756dd6313d5dba3-狗一下居食酒屋-忠孝店,https://lh3.googleusercontent.com/BEcj1jHCZQqSdDmelqGEleG5LTUYi5RBb89S31NAebELDsm19yQIT1OEXfpyFkiHkyhjKB_yEioOhNd1XJKCmP44M6mkoc4=s360,臺北市大安區敦化南路一段190巷18號,900,4.8,居酒屋日本料理精緻高級約會餐廳
くら寿司 藏壽司 淡水站前店,https://ifoodie.tw//restaurant/62256b80a627280f93646552--寿司-藏壽司-淡水站前店,https://lh3.googleusercontent.com/wJ_LQee5W4XIArJwxF0xnT9iEgFods-d0hfG8Y5UcoFnWi7_0NVyZUAk7DD3kGFUi4lGdfsHlqbMm7ZCtA1Z_zMSF_NMA9k=s360,新北市淡水區中山路8號5樓,300,4.5,日本料理午餐晚餐
IKEA 宜家家居餐廳,https://ifoodie.tw//restaurant/564edc922756dd53e1df6803-IKEA-宜家家居餐廳,https://lh3.googleusercontent.com/yc0DcvECUMDu7-nXq2c1uxiV70640fNLJA5H8kA6vxFQDBaAk54jTchyV09pqCu-wtp6YRO5TdK07aJBv6M_eX6lO1u6m-hwligIks7d768=s360,臺中市南屯區向上路二段168號,35,4.4,早餐午餐晚餐
奮起湖老街,https://ifoodie.tw//restaurant/61b74a297cc7fc14993bb463-奮起湖老街,https://lh3.googleusercontent.com/VCDpZYl2JKbOBisH8sdjbVfV9-GenWs-dzygzlaGx1kPPGzNmKExwK69r69xhvfK725tbL7I9GnGUzj93ZAfrC-xbhekIwHo7ZQPyeXehpg=s360,嘉義縣竹崎鄉24,150,4.2,早餐午餐晚餐
くら寿司 藏壽司 嘉義耐斯店,https://ifoodie.tw//restaurant/6193c8478282870dd9415cab--寿司-藏壽司-嘉義耐斯店,https://lh3.googleusercontent.com/yljyfo-xGMlDKAl28r8QWybRY7A8BT1G1zM669NSHE9KvewLqoaDUNPHp7TROyVePjCu6oRbhVJMXAFXMrth_FfDyLzJDnGao2L0HvNTjoMz=s360,嘉義市東區忠孝路600號3樓,400,4.5,日本料理午餐晚餐
くら寿司 藏壽司 嘉義博愛路店,https://ifoodie.tw//restaurant/62e0ac37a62728473b968639--寿司-藏壽司-嘉義博愛路店,https://lh3.googleusercontent.com/trmJBnz2piIALyUARKzwy8Os9S_S3vSXCSLNVyl4QFCAd4ImStNhhNUZ89oqp0hAqzlwbiLllljboC2nu3LLfuVaKwKWwkSwbG5tgcP5xh4=s360,嘉義市西區博愛路二段150號,500,4.5,日本料理午餐晚餐
くら寿司藏壽司 桃園春日路店,https://ifoodie.tw//restaurant/5a32bcf72756dd176d8e2b1e--寿司藏壽司-桃園春日路店,https://lh3.googleusercontent.com/naWcUnUFvBx4x4EXRjQQU8_qj_IGwS4-tFMbn019DVQABN4g8CDwzi1ZTredRRz_f1n3vQ9zSn5kQoENB_5UwKoZUI2c_ZU=s360,桃園市桃園區春日路618之1號2樓,400,4.6,日本料理午餐晚餐
くら寿司 藏壽司 土城金城路店,https://ifoodie.tw//restaurant/61075b0cbaf6d360c6ae0636--寿司-藏壽司-土城金城路店,https://lh3.googleusercontent.com/Lz401U3PNK3HVwky8DWQcZ2CiKKDwVW00JvwkN49RB-PCnQmbiHZ7uT9l9itGFx829iDwyMd0erfNznksxy4naBtZFeAt0Mur5o_rj-PCX_urA=s360,新北市土城區金城路二段80號,670,4.6,日本料理午餐晚餐
くら寿司 藏壽司 新竹巨城店,https://ifoodie.tw//restaurant/5bd2e4c722613965ce1b0306--寿司-藏壽司-新竹巨城店,https://lh3.googleusercontent.com/Warw2i_6tx2cBB4ZfZE7sGv1FbweLMKTC3ea9np_g3du_-TE1pHPSEHTnxMIeBFReRBz4gOVlOIg7jkWUmqVxrMYDk0ItjriERWEZc0holU=s360,新竹市東區中央路229號2樓,820,4.5,日本料理午餐晚餐
くら寿司 藏壽司 台南中華西路店,https://ifoodie.tw//restaurant/61de32cacd99574a45ed8c88--寿司-藏壽司-台南中華西路店,https://lh3.googleusercontent.com/6Zhv2D0nGZA-cZS3z4UGdFJq3fB1o-FCm4Nk8h5ceZsIS2qSEmN8VxN4LOmPajF1Z1kdC6d-RMRgLPPofrURbBqy0ub2NOpuMliJCO5v3Nky=s360,臺南市中西區中華西路二段625號,400,4.6,日本料理午餐晚餐
くら寿司 藏壽司 台中廣三SOGO店,https://ifoodie.tw//restaurant/563f8f322756dd46cccfdcea--寿司-藏壽司-台中廣三SOGO店,https://lh3.googleusercontent.com/OURbIJp7i0vs7-WhRPbw0y1AP_OU4tKQLtYwu5xE7VKc7cJIUfOzhTYj1Fewd8TIz-S6QtlfyAbF0D69BNV3ucDiSlmS8ac6=s360,臺中市西區臺灣大道二段459號,400,4.3,日本料理午餐晚餐
くら寿司 藏壽司 台中港三井OUTLET店,https://ifoodie.tw//restaurant/5d18c5662756dd4ea5744eec--寿司-藏壽司-台中港三井OUTLET店,https://lh3.googleusercontent.com/vcT7XTFwewzA7-rE5C4d7d6Cf_5g8e292SnrkZrJbCrUe7X28LwJSTSU8b7MVj2m2t-SleTLQTG-R09-NUAwyLqbQudO7A=s360,臺中市梧棲區臺灣大道十段168號2樓,200,4.5,日本料理午餐晚餐
くら寿司 藏壽司,https://ifoodie.tw//restaurant/5b8c9ea223679c466367e848--寿司-藏壽司,https://lh3.googleusercontent.com/7htHdCjLML41aR7dgnPUleZJuDAf08Y-vzg_vImZnGx_Il_QUxrsY-FLBVGvXUolZf2flo4hr0YYV7atl-f9l727H6PxwFd1=s360,台中市南屯區文心南路289號,400,4.5,日本料理午餐晚餐
屋馬燒肉 文心店,https://ifoodie.tw//restaurant/5795039d2756dd4bf7aee15e-屋馬燒肉-文心店,https://lh3.googleusercontent.com/8iL9a0_teAV-4LxB-aj1x--iPLTRoeESGKRNvgCagsGgoSGS5hKd8PNJKNq4wTDkRSq9PP5ckNsVDItf1zTTmVKogcGEm5w=s360,臺中市南屯區文心路一段436號,940,4.5,精緻高級小吃約會餐廳宵夜
豐FOOD．海陸百匯,https://ifoodie.tw//restaurant/5783df762756dd6261d81a69-豐FOOD-海陸百匯,https://lh3.googleusercontent.com/H96xqJSXmTlA2OOSzkgw1snxVfdixkh4iJFPPyamvyp2iM7p93neyQlSoAiJTrN3HT1bY3GGxbzCrcrx_-hfutQwAXJTgeIq_GkcfooVLRzE=s360,臺北市中山區植福路8號1樓,999,4.3,合菜午餐晚餐下午茶
くら寿司 藏壽司 中山南西店,https://ifoodie.tw//restaurant/5fec3e32d6895d192e9f653f--寿司-藏壽司-中山南西店,https://lh3.googleusercontent.com/LR6xmJ3-cYdaBX8MPLtLC5ORPmHu7iSvLBZkWhMK9SE_30_7e8vnMIW0Na9SpFr5XFJstbg_jT8ZC4zlHv_PMve5PM3qeFXgC-GrS4cZYyqY=s360,臺北市大同區南京西路57號2樓,470,4.5,日本料理午餐晚餐
くら寿司 藏壽司 南港CITYLINK店,https://ifoodie.tw//restaurant/6127aa6e7cc7fc0211909cc4--寿司-藏壽司-南港CITYLINK店,https://lh3.googleusercontent.com/PbT0lg5qgSpmTxPachfRe1gSVP5GkOE81h-601RDqLKwvYOQFNciuyFcO7oonGFDnp-xN50nc84jzgoBOcCjbsxz9e-VjSNC_QmV6alMK1-U=s360,臺北市南港區忠孝東路七段369號3F,570,4.5,日本料理午餐晚餐
雙月食品社 青島店,https://ifoodie.tw//restaurant/55de00d72756dd6eac5c52d3-雙月食品社-青島店,https://lh3.googleusercontent.com/zh0mgak4qT0DUArR110AU2eyX8sPplVYldubC3UnPn8hdKpdgdeONNu8gam-45H6D7jJ2EvkjNaI2JsmW7SxJLsAC-iGpPPxCSPQoN1-Myeg=s360,臺北市中正區青島東路6之2號,300,4.7,小吃午餐晚餐
北埔老街,https://ifoodie.tw//restaurant/5ec148652756dd19cbdacf43-北埔老街,https://lh3.googleusercontent.com/WvoG87D7RetJDmtKzaVbiTQJUcxr6C8DOR7MZv7pBjspPz2Jfxc97BhgK2RkwOPQXn5FqIGYK9tsUc9poUyr7ZS9hcHEy26w1RrjtivPTME=s360,新竹縣北埔北浦街,500,4.3,午餐客家料理
竹圍漁港,https://ifoodie.tw//restaurant/5a3954db2756dd7498ebbf4b-竹圍漁港,https://lh3.googleusercontent.com/7b-RjUS_Cb3wM7FYW2AO-meoI5V091fnW335vpMNEL2X316r831c1pZukyrM3_X4K0-unnKVD8U8_KL67ysaaiJ9kajzUuh178uznew_GBwv=s360,桃園市大園區漁港路451巷25號,250,4.2,午餐海鮮壽司
永安漁港,https://ifoodie.tw//restaurant/5da88d3022613921104b6be8-永安漁港,https://lh3.googleusercontent.com/AA6wIwvSJdbmizAembusaLJG1hq-eZHtchLyQyaNMbXYkzVzOOsm9zg3wQUt-B4xkCJw38mSHOKCA-MrBD1jjoHwhzF8qZw=s360,桃園市新屋區中山西路三段,650,4.2,午餐海鮮
